Exam_Score,Attendance,Hours_Studied,Sleep_Hours,Access_to_Resources,Cluster
65.0,70.0,25.0,6.0,Medium,0
71.0,89.0,21.0,7.0,High,1
71.0,77.0,28.0,6.0,High,1
72.0,99.0,15.0,6.0,High,1
64.0,74.0,23.0,9.0,Low,0
72.0,97.0,21.0,8.0,Medium,1
71.0,97.0,22.0,8.0,Medium,1
66.0,70.0,28.0,9.0,Medium,0
71.0,92.0,24.0,8.0,Low,1
67.0,77.0,22.0,10.0,Medium,0
69.0,97.0,10.0,4.0,High,1
67.0,78.0,14.0,6.0,Medium,0
71.0,90.0,19.0,6.0,Medium,1
62.0,69.0,13.0,7.0,High,0
67.0,68.0,34.0,7.0,Medium,1
70.0,77.0,29.0,10.0,Low,1
72.0,90.0,24.0,8.0,High,1
69.0,84.0,20.0,6.0,High,1
70.0,88.0,19.0,8.0,High,1
64.0,71.0,14.0,4.0,High,0
65.0,79.0,20.0,7.0,Medium,0
66.0,62.0,22.0,7.0,High,0
68.0,93.0,13.0,6.0,Medium,1
72.0,100.0,22.0,7.0,Medium,1
65.0,76.0,19.0,6.0,Low,0
60.0,60.0,9.0,6.0,Low,0
63.0,67.0,15.0,8.0,Medium,0
66.0,86.0,18.0,9.0,Low,0
73.0,84.0,31.0,8.0,Medium,1
59.0,70.0,12.0,6.0,Medium,0
63.0,88.0,11.0,7.0,Low,0
67.0,73.0,26.0,6.0,Medium,0
65.0,82.0,17.0,9.0,Medium,0
71.0,78.0,28.0,8.0,Medium,1
70.0,95.0,12.0,5.0,High,1
63.0,77.0,12.0,6.0,Low,0
68.0,94.0,16.0,8.0,Medium,1
67.0,84.0,26.0,8.0,Medium,1
66.0,68.0,11.0,5.0,High,0
65.0,80.0,17.0,7.0,Medium,0
66.0,76.0,23.0,6.0,High,0
65.0,65.0,27.0,8.0,Medium,0
65.0,77.0,17.0,5.0,Medium,0
63.0,63.0,18.0,6.0,Low,0
65.0,64.0,27.0,8.0,High,0
62.0,77.0,9.0,7.0,High,0
66.0,72.0,18.0,7.0,Medium,0
71.0,97.0,21.0,7.0,Low,1
64.0,75.0,23.0,8.0,Low,0
67.0,90.0,17.0,8.0,Medium,1
68.0,81.0,20.0,8.0,Medium,1
63.0,88.0,5.0,7.0,Medium,0
64.0,70.0,16.0,6.0,Medium,0
74.0,98.0,23.0,6.0,High,1
68.0,81.0,14.0,5.0,Medium,0
68.0,93.0,20.0,6.0,Medium,1
69.0,75.0,23.0,6.0,High,1
69.0,87.0,21.0,5.0,High,1
61.0,60.0,14.0,9.0,Low,0
67.0,79.0,19.0,7.0,High,1
63.0,68.0,24.0,7.0,High,0
68.0,85.0,21.0,8.0,Medium,1
68.0,99.0,16.0,5.0,Medium,1
67.0,79.0,21.0,6.0,Low,0
69.0,93.0,24.0,5.0,Medium,1
64.0,80.0,7.999999999999998,6.0,Medium,0
67.0,80.0,27.0,6.0,Low,1
70.0,97.0,18.0,9.0,High,1
71.0,91.0,27.0,4.0,High,1
62.0,72.0,12.0,6.0,Medium,0
67.0,82.0,16.0,8.0,Medium,0
64.0,69.0,18.0,9.0,High,0
64.0,78.0,15.0,7.0,Medium,0
70.0,79.0,30.0,6.0,Medium,1
68.0,93.0,15.0,7.0,Medium,1
70.0,96.0,17.0,8.0,Medium,1
65.0,77.0,21.0,5.0,Low,0
59.0,61.0,13.0,7.0,Low,0
69.0,94.0,18.0,7.0,Medium,1
67.0,67.0,22.0,7.0,Medium,0
68.0,85.0,18.0,7.0,High,1
62.0,61.0,19.0,6.0,Medium,0
65.0,76.0,17.0,8.0,Medium,0
69.0,99.0,11.0,7.0,Medium,1
65.0,64.0,22.0,7.0,Medium,0
68.0,77.0,31.0,5.0,Low,1
71.0,96.0,21.0,6.0,Medium,1
71.0,95.0,24.0,9.0,Low,1
66.0,70.0,12.0,5.0,Medium,0
66.0,85.0,21.0,4.0,Medium,1
66.0,73.0,30.0,4.0,Low,0
65.0,61.0,31.0,4.0,Medium,0
66.0,65.0,25.0,8.0,Low,0
67.0,87.0,23.0,7.0,Low,1
66.0,68.0,21.0,9.0,Medium,0
69.0,94.0,19.0,7.0,Medium,1
66.0,62.0,27.0,7.0,Low,0
64.0,69.0,21.0,7.0,Medium,0
70.0,100.0,7.999999999999998,6.0,High,1
62.0,77.0,13.0,6.0,Medium,0
67.0,88.0,19.0,5.0,Medium,1
60.0,67.0,22.0,8.0,Medium,0
66.0,84.0,20.0,7.0,Low,0
72.0,89.0,27.0,7.0,Medium,1
63.0,73.0,7.999999999999998,10.0,High,0
69.0,93.0,21.0,6.0,Low,1
66.0,84.0,9.0,7.0,High,0
69.0,76.0,25.0,7.0,Medium,1
68.0,82.0,19.0,9.0,Medium,1
66.0,83.0,23.0,7.0,Low,0
63.0,67.0,15.0,7.0,Medium,0
70.0,76.0,28.0,10.0,Medium,1
68.0,74.0,26.0,6.0,Medium,1
68.0,76.0,24.0,7.0,Medium,1
67.0,90.0,19.0,8.0,Medium,1
67.0,79.0,23.0,6.0,High,1
69.0,98.0,16.0,8.0,Low,1
68.0,72.0,25.0,6.0,Medium,1
67.0,77.0,30.0,9.0,Low,1
70.0,91.0,26.0,8.0,Medium,1
70.0,82.0,16.0,7.0,High,1
66.0,82.0,22.0,5.0,Low,0
61.0,62.0,12.0,6.0,High,0
68.0,76.0,23.0,7.0,High,1
64.0,71.0,23.0,8.0,Medium,0
66.0,100.0,9.0,7.0,Low,0
73.0,95.0,18.0,8.0,High,1
66.0,87.0,18.0,8.0,Low,0
65.0,74.0,13.0,7.0,High,0
68.0,82.0,22.0,7.0,High,1
69.0,94.0,22.0,7.0,Medium,1
72.0,95.0,19.0,6.0,High,1
63.0,66.0,15.0,9.0,Medium,0
65.0,74.0,26.0,8.0,Medium,0
69.0,73.0,30.0,9.0,Medium,1
62.0,62.0,17.0,6.0,Low,0
66.0,84.0,16.0,8.0,High,0
69.0,94.0,23.0,9.0,Low,1
67.0,75.0,18.0,9.0,Medium,0
71.0,85.0,24.0,7.0,Medium,1
61.0,75.0,9.0,7.0,Medium,0
68.0,66.0,28.0,9.0,Medium,0
66.0,88.0,20.0,4.0,Medium,1
71.0,94.0,18.0,5.0,High,1
66.0,87.0,19.0,9.0,Medium,0
60.0,61.0,20.0,6.0,Medium,0
60.0,69.0,10.0,5.0,Medium,0
66.0,63.0,29.0,9.0,Low,0
67.0,83.0,20.0,5.0,Low,1
64.0,64.0,26.0,5.0,Medium,0
66.0,94.0,14.0,5.0,Medium,1
68.0,82.0,23.0,7.0,Low,1
70.0,88.0,18.0,6.0,Low,1
75.0,99.0,25.0,7.0,Medium,1
73.0,96.0,19.0,7.0,Medium,1
61.0,65.0,16.0,9.0,Low,0
68.0,76.0,23.0,7.0,High,1
70.0,94.0,23.0,8.0,High,1
71.0,96.0,16.0,4.0,Medium,1
71.0,80.0,16.0,8.0,Medium,1
68.0,84.0,19.0,8.0,Medium,1
70.0,88.0,15.0,6.0,High,1
70.0,93.0,25.0,10.0,Medium,1
62.0,65.0,18.0,6.0,High,0
68.0,79.0,18.0,8.0,Medium,0
68.0,78.0,14.0,5.0,High,1
64.0,77.0,10.0,7.0,High,0
68.0,80.0,13.0,9.0,High,0
69.0,98.0,21.0,8.0,High,1
70.0,82.0,28.0,7.0,High,1
66.0,67.0,16.0,9.0,Medium,0
68.0,89.0,23.0,5.0,Medium,1
68.0,92.0,17.0,8.0,Medium,1
65.0,87.0,16.0,10.0,Medium,0
66.0,84.0,13.0,8.0,Medium,0
62.0,83.0,9.0,7.0,Low,0
67.0,94.0,18.0,7.0,Low,1
73.0,93.0,21.0,6.0,High,1
65.0,65.0,19.0,6.0,Low,0
70.0,94.0,18.0,7.0,Low,1
68.0,77.0,14.0,8.0,Medium,0
67.0,70.0,24.0,9.0,Medium,0
66.0,95.0,12.0,4.0,Medium,1
65.0,77.0,25.0,4.0,Low,0
66.0,92.0,14.0,9.0,Low,0
66.0,71.0,15.0,7.0,High,0
60.0,60.0,11.0,7.0,High,0
66.0,80.0,17.0,8.0,Low,0
68.0,64.0,26.0,7.0,Medium,0
72.0,90.0,23.0,10.0,Medium,1
68.0,71.0,26.0,8.0,High,1
67.0,78.0,23.0,6.0,Medium,1
62.0,63.0,13.0,6.0,Medium,0
66.0,71.0,18.0,7.0,Medium,0
69.0,91.0,15.0,6.0,Medium,1
64.0,66.0,28.0,10.0,Medium,0
63.0,86.0,13.0,7.0,Medium,0
72.0,87.0,25.0,8.0,Medium,1
71.0,92.0,31.0,9.0,Medium,1
64.0,64.0,18.0,9.0,High,0
65.0,70.0,24.0,6.0,High,0
75.0,96.0,34.0,5.0,Medium,1
69.0,89.0,16.0,9.0,Medium,1
65.0,86.0,11.0,5.0,Medium,0
60.0,87.0,9.0,8.0,Low,0
69.0,77.0,24.0,6.0,Medium,1
67.0,91.0,18.0,5.0,Medium,1
66.0,79.0,21.0,8.0,Low,0
69.0,96.0,23.0,8.0,Medium,1
69.0,73.0,21.0,9.0,Medium,0
68.0,72.0,28.0,8.0,Medium,1
66.0,92.0,16.0,9.0,Low,0
65.0,81.0,15.0,5.0,Medium,0
65.0,65.0,25.0,6.0,Medium,0
65.0,69.0,25.0,5.0,Medium,0
69.0,86.0,23.0,4.0,Medium,1
65.0,93.0,13.0,9.0,High,0
72.0,92.0,29.0,8.0,High,1
67.0,75.0,24.0,7.0,Low,0
74.0,92.0,31.0,7.0,Medium,1
66.0,74.0,10.0,10.0,Medium,0
66.0,67.0,17.0,9.0,High,0
66.0,96.0,14.0,9.0,Low,0
65.0,70.0,25.0,8.0,High,0
69.0,68.0,28.0,8.0,High,1
69.0,99.0,24.0,8.0,Low,1
68.0,91.0,14.0,5.0,Medium,1
64.0,61.0,27.0,5.0,Medium,0
73.0,97.0,25.0,5.0,High,1
66.0,66.0,20.0,4.0,High,0
63.0,71.0,7.999999999999998,8.0,Medium,0
61.0,63.0,14.0,8.0,Medium,0
61.0,65.0,12.0,6.0,Medium,0
62.0,63.0,21.0,7.0,Low,0
74.0,90.0,26.0,8.0,High,1
65.0,79.0,12.0,8.0,Medium,0
64.0,74.0,21.0,6.0,Low,0
66.0,77.0,26.0,7.0,Low,0
71.0,95.0,26.0,9.0,High,1
65.0,73.0,19.0,6.0,Medium,0
68.0,75.0,25.0,7.0,Low,0
68.0,85.0,23.0,6.0,Medium,1
67.0,85.0,16.0,6.0,Low,0
64.0,79.0,21.0,8.0,Low,0
60.0,76.0,9.0,6.0,High,0
73.0,93.0,22.0,4.0,Medium,1
69.0,77.0,24.0,8.0,Medium,1
70.0,89.0,26.0,7.0,Medium,1
64.0,71.0,22.0,7.0,Medium,0
64.0,64.0,21.0,7.0,Low,0
65.0,74.0,15.0,8.0,Medium,0
62.0,76.0,16.0,7.0,Medium,0
72.0,93.0,29.0,7.0,Medium,1
64.0,74.0,19.0,5.0,Low,0
67.0,83.0,20.0,7.0,Medium,1
61.0,67.0,27.0,6.0,Medium,0
72.0,96.0,24.0,5.0,High,1
70.0,84.0,32.0,8.0,Medium,1
71.0,100.0,18.0,6.0,Medium,1
68.0,75.0,21.0,7.0,High,1
68.0,72.0,24.0,7.0,Medium,0
70.0,94.0,19.0,7.0,High,1
73.0,100.0,15.0,8.0,High,1
69.0,85.0,25.0,6.0,Medium,1
71.0,92.0,24.0,8.0,High,1
64.0,91.0,15.0,6.0,Medium,0
68.0,74.0,28.0,9.0,Medium,1
69.0,83.0,27.0,10.0,Medium,1
70.0,93.0,21.0,6.0,Low,1
66.0,61.0,23.0,8.0,High,0
65.0,73.0,15.0,7.0,High,0
61.0,69.0,7.0,6.0,Medium,0
71.0,96.0,25.0,7.0,Medium,1
66.0,69.0,29.0,7.0,Medium,0
61.0,72.0,18.0,5.0,Low,0
68.0,85.0,19.0,7.0,Medium,1
68.0,81.0,16.0,5.0,High,1
65.0,69.0,18.0,6.0,Medium,0
65.0,67.0,29.0,7.0,Low,0
60.0,69.0,5.0,8.0,Medium,0
67.0,80.0,28.0,8.0,Medium,1
65.0,71.0,22.0,8.0,Medium,0
70.0,98.0,13.0,5.0,Medium,1
64.0,79.0,14.0,9.0,Medium,0
68.0,62.0,30.0,6.0,High,1
69.0,89.0,14.0,6.0,Medium,1
65.0,73.0,13.0,7.0,High,0
71.0,86.0,27.0,6.0,Medium,1
65.0,71.0,22.0,8.0,Medium,0
65.0,83.0,14.0,8.0,High,0
68.0,91.0,21.0,6.0,Medium,1
66.0,97.0,14.0,7.0,Low,1
65.0,70.0,27.0,7.0,Low,0
71.0,73.0,26.0,8.0,High,1
68.0,79.0,23.0,6.0,Medium,1
70.0,97.0,22.0,6.0,Medium,1
62.0,64.0,20.0,6.0,Low,0
61.0,65.0,13.0,5.0,High,0
70.0,80.0,23.0,6.0,High,1
62.0,74.0,14.0,8.0,Medium,0
65.0,66.0,18.0,9.0,High,0
68.0,85.0,22.0,6.0,Medium,1
70.0,98.0,20.0,4.0,High,1
68.0,100.0,14.0,7.0,Low,1
69.0,75.0,27.0,10.0,Medium,1
73.0,84.0,34.0,6.0,High,1
71.0,94.0,21.0,7.0,Medium,1
63.0,65.0,15.0,5.0,High,0
66.0,88.0,11.0,7.0,Medium,0
67.0,76.0,22.0,7.0,Low,0
66.0,76.0,23.0,5.0,Low,0
69.0,63.0,20.0,5.0,High,0
63.0,70.0,13.0,6.0,High,0
67.0,72.0,25.0,8.0,High,0
64.0,65.0,25.0,6.0,Medium,0
71.0,80.0,30.0,6.0,High,1
67.0,83.0,23.0,7.0,Low,1
67.0,83.0,28.0,8.0,Low,1
64.0,76.0,12.0,9.0,Medium,0
72.0,90.0,19.0,8.0,High,1
63.0,65.0,23.0,6.0,Medium,0
67.0,64.0,31.0,10.0,Medium,0
68.0,88.0,24.0,5.0,Medium,1
64.0,68.0,19.0,8.0,High,0
68.0,79.0,27.0,5.0,Low,1
66.0,78.0,14.0,8.0,High,0
68.0,85.0,18.0,10.0,Medium,1
72.0,86.0,30.0,4.0,High,1
70.0,89.0,24.0,5.0,Medium,1
66.0,72.0,19.0,5.0,Medium,0
66.0,73.0,17.0,5.0,Medium,0
66.0,78.0,18.0,8.0,Low,0
65.0,72.0,23.0,10.0,Low,0
71.0,99.0,20.0,9.0,Low,1
66.0,93.0,16.0,7.0,Medium,1
63.0,60.0,20.0,6.0,Medium,0
61.0,65.0,14.0,7.0,Medium,0
65.0,81.0,13.0,6.0,High,0
67.0,94.0,10.0,5.0,Low,1
67.0,89.0,9.0,7.0,High,1
62.0,69.0,12.0,7.0,Low,0
71.0,80.0,32.0,6.0,Medium,1
70.0,92.0,17.0,8.0,Medium,1
71.0,94.0,21.0,8.0,Medium,1
71.0,96.0,22.0,10.0,Low,1
70.0,80.0,21.0,9.0,High,1
67.0,88.0,20.0,5.0,High,1
60.0,64.0,13.0,7.0,Low,0
73.0,83.0,29.0,5.0,High,1
67.0,70.0,31.0,4.0,Low,0
62.0,77.0,10.0,10.0,High,0
67.0,85.0,14.0,9.0,High,0
65.0,70.0,18.0,6.0,Low,0
61.0,62.0,14.0,9.0,Medium,0
61.0,60.0,23.0,9.0,Medium,0
60.0,61.0,16.0,4.0,Medium,0
65.0,64.0,27.0,6.0,Medium,0
67.0,70.0,21.0,8.0,High,0
67.0,69.0,26.0,10.0,Low,0
74.0,99.0,27.0,9.0,Medium,1
64.0,65.0,15.0,9.0,High,0
67.0,82.0,20.0,4.0,Low,0
69.0,87.0,21.0,8.0,Medium,1
62.0,72.0,11.0,8.0,Medium,0
69.0,89.0,20.0,8.0,High,1
68.0,89.0,20.0,8.0,Medium,1
74.0,87.0,32.0,4.0,Medium,1
73.0,95.0,23.0,6.0,Medium,1
69.0,77.0,34.0,9.0,High,1
68.0,86.0,18.0,6.0,Medium,1
71.0,93.0,23.0,5.0,High,1
64.0,60.0,23.0,7.0,Medium,0
71.0,100.0,21.0,5.0,Medium,1
65.0,67.0,19.0,7.0,Medium,0
68.0,79.0,23.0,7.0,Medium,1
67.0,95.0,5.0,8.0,High,1
67.0,69.0,24.0,7.0,High,0
67.0,79.0,21.0,7.0,Low,0
63.0,65.0,19.0,9.0,High,0
68.0,76.0,32.0,7.0,Medium,1
66.0,67.0,16.0,6.0,High,0
67.0,75.0,18.0,7.0,Medium,0
68.0,75.0,32.0,6.0,Low,1
72.0,100.0,15.0,5.0,Medium,1
70.0,100.0,17.0,5.0,Medium,1
62.0,65.0,19.0,9.0,High,0
69.0,89.0,25.0,6.0,Low,1
61.0,62.0,21.0,7.0,Low,0
70.0,98.0,20.0,7.0,Medium,1
64.0,68.0,23.0,6.0,Medium,0
63.0,66.0,23.0,6.0,Low,0
63.0,70.0,9.0,8.0,Medium,0
71.0,81.0,26.0,8.0,Low,1
65.0,83.0,22.0,8.0,High,0
68.0,69.0,28.0,7.0,High,1
70.0,90.0,23.0,5.0,High,1
68.0,72.0,27.0,8.0,High,1
69.0,97.0,23.0,7.0,High,1
70.0,86.0,28.0,7.0,Medium,1
67.0,77.0,23.0,5.0,Medium,1
69.0,92.0,19.0,6.0,High,1
68.0,72.0,25.0,8.0,Medium,0
67.0,74.0,23.0,8.0,Medium,0
67.0,97.0,12.0,7.0,High,1
64.0,67.0,12.0,8.0,High,0
63.0,62.0,22.0,9.0,Medium,0
67.0,78.0,21.0,8.0,High,1
70.0,92.0,16.0,8.0,High,1
71.0,91.0,21.0,6.0,Medium,1
74.0,97.0,30.0,6.0,High,1
70.0,81.0,24.0,9.0,High,1
59.0,64.0,13.0,6.0,Low,0
64.0,84.0,19.0,8.0,Medium,0
67.0,91.0,15.0,10.0,Medium,1
63.0,64.0,18.0,8.0,Medium,0
62.0,60.0,17.0,5.0,Medium,0
65.0,84.0,12.0,7.0,Medium,0
73.0,95.0,19.0,9.0,High,1
70.0,87.0,17.0,7.0,High,1
68.0,63.0,32.0,8.0,High,1
74.0,96.0,27.0,7.0,Low,1
66.0,73.0,20.0,5.0,High,0
69.0,99.0,13.0,6.0,High,1
70.0,72.0,30.0,6.0,High,1
73.0,96.0,31.0,8.0,Low,1
69.0,95.0,21.0,7.0,Low,1
71.0,90.0,26.0,9.0,High,1
65.0,83.0,21.0,7.0,Low,0
62.0,65.0,12.0,6.0,Low,0
65.0,74.0,21.0,6.0,Medium,0
68.0,92.0,17.0,7.0,Medium,1
65.0,90.0,19.0,6.0,Low,0
67.0,61.0,20.0,9.0,High,0
68.0,92.0,20.0,7.0,Low,1
68.0,98.0,14.0,7.0,Medium,1
66.0,92.0,16.0,6.0,Medium,1
62.0,65.0,12.0,5.0,High,0
65.0,63.0,26.0,7.0,Medium,0
60.0,61.0,7.0,4.0,High,0
70.0,85.0,27.0,8.0,Medium,1
68.0,85.0,28.0,6.0,Medium,1
72.0,99.0,18.0,7.0,High,1
63.0,76.0,4.0,8.0,Medium,0
63.0,73.0,18.0,7.0,High,0
67.0,85.0,20.0,5.0,Medium,1
69.0,97.0,17.0,5.0,Medium,1
75.0,92.0,29.0,4.0,Medium,1
67.0,77.0,24.0,8.0,Medium,0
69.0,85.0,14.0,5.0,High,1
65.0,94.0,10.0,9.0,Medium,0
65.0,80.0,18.0,8.0,High,0
63.0,69.0,19.0,7.0,Medium,0
65.0,67.0,23.0,6.0,Medium,0
70.0,89.0,23.0,6.0,High,1
66.0,64.0,32.0,6.0,Low,0
63.0,70.0,25.0,9.0,Low,0
62.0,72.0,20.0,6.0,Low,0
69.0,82.0,19.0,8.0,Medium,1
66.0,76.0,18.0,9.0,Medium,0
68.0,87.0,27.0,6.0,Low,1
62.0,62.0,16.0,8.0,Medium,0
64.0,65.0,20.0,6.0,Medium,0
65.0,80.0,20.0,7.0,High,0
64.0,73.0,17.0,6.0,High,0
65.0,72.0,12.0,6.0,Medium,0
65.0,63.0,22.0,7.0,Medium,0
70.0,96.0,20.0,5.0,Medium,1
71.0,88.0,23.0,8.0,High,1
65.0,65.0,17.0,5.0,Medium,0
67.0,63.0,27.0,5.0,Medium,0
73.0,87.0,30.0,6.0,High,1
64.0,77.0,10.0,8.0,High,0
71.0,88.0,23.0,7.0,High,1
70.0,90.0,23.0,5.0,High,1
68.0,79.0,23.0,7.0,Medium,1
68.0,77.0,28.0,7.0,High,1
59.0,60.0,7.0,10.0,High,0
74.0,97.0,23.0,9.0,Medium,1
62.0,84.0,5.0,7.0,Medium,0
64.0,68.0,14.0,5.0,Low,0
70.0,97.0,17.0,9.0,Medium,1
69.0,100.0,13.0,6.0,Medium,1
62.0,70.0,9.0,8.0,Medium,0
70.0,94.0,14.0,9.0,Medium,1
66.0,64.0,19.0,8.0,Low,0
67.0,99.0,13.0,7.0,Medium,1
71.0,72.0,33.0,8.0,Medium,1
74.0,95.0,30.0,7.0,Medium,1
65.0,60.0,24.0,6.0,Medium,0
60.0,61.0,15.0,9.0,Low,0
69.0,79.0,20.0,7.0,High,1
65.0,70.0,19.0,6.0,Medium,0
69.0,88.0,22.0,7.0,Low,1
70.0,83.0,29.0,6.0,Low,1
65.0,63.0,25.0,8.0,Low,0
68.0,76.0,28.0,6.0,Medium,1
67.0,67.0,22.0,10.0,High,0
70.0,92.0,24.0,5.0,Medium,1
68.0,77.0,29.0,8.0,Medium,1
62.0,64.0,13.0,7.0,High,0
67.0,79.0,20.0,5.0,Medium,1
66.0,64.0,17.0,6.0,High,0
60.0,65.0,11.0,5.0,Low,0
75.0,94.0,35.0,7.0,Medium,1
71.0,93.0,20.0,10.0,High,1
63.0,73.0,24.0,6.0,Low,0
67.0,71.0,21.0,9.0,Medium,0
68.0,82.0,19.0,8.0,Medium,1
65.0,89.0,12.0,4.0,Low,0
72.0,100.0,21.0,6.0,High,1
61.0,65.0,15.0,8.0,Medium,0
60.0,62.0,7.0,7.0,High,0
72.0,88.0,27.0,7.0,High,1
72.0,93.0,26.0,6.0,Medium,1
70.0,94.0,20.0,6.0,Medium,1
67.0,87.0,21.0,7.0,Medium,1
71.0,98.0,26.0,10.0,Medium,1
66.0,80.0,21.0,6.0,Low,0
72.0,97.0,25.0,6.0,High,1
70.0,99.0,18.0,7.0,Medium,1
71.0,94.0,28.0,5.0,Low,1
64.0,72.0,22.0,8.0,Low,0
66.0,68.0,21.0,5.0,Medium,0
64.0,82.0,12.0,5.0,Low,0
67.0,78.0,22.0,5.0,Medium,1
67.0,95.0,15.0,5.0,Low,1
64.0,64.0,16.0,9.0,Low,0
61.0,70.0,15.0,8.0,Medium,0
67.0,64.0,33.0,8.0,Medium,0
72.0,73.0,28.0,7.0,High,1
66.0,75.0,32.0,7.0,Low,0
68.0,85.0,13.0,9.0,High,1
64.0,66.0,20.0,9.0,Low,0
69.0,94.0,12.0,5.0,High,1
65.0,78.0,16.0,10.0,High,0
66.0,97.0,14.0,5.0,High,1
73.0,79.0,27.0,6.0,High,1
66.0,66.0,26.0,7.0,Medium,0
65.0,60.0,24.0,10.0,Medium,0
71.0,81.0,34.0,9.0,Medium,1
68.0,76.0,28.0,9.0,Medium,1
69.0,84.0,27.0,8.0,Medium,1
63.0,71.0,14.0,6.0,Low,0
66.0,67.0,26.0,8.0,Medium,0
69.0,91.0,22.0,7.0,Medium,1
69.0,98.0,19.0,6.0,Low,1
63.0,64.0,15.0,9.0,Medium,0
65.0,66.0,16.0,7.0,High,0
67.0,62.0,20.0,6.0,Medium,0
70.0,99.0,25.0,8.0,Medium,1
60.0,60.0,15.0,9.0,Low,0
68.0,95.0,15.0,8.0,Low,1
68.0,72.0,26.0,8.0,Medium,1
70.0,98.0,12.0,6.0,High,1
68.0,73.0,18.0,7.0,High,0
69.0,86.0,20.0,7.0,High,1
62.0,63.0,21.0,7.0,Medium,0
64.0,70.0,19.0,7.0,Low,0
71.0,91.0,22.0,6.0,Medium,1
68.0,81.0,24.0,8.0,Medium,1
72.0,97.0,24.0,5.0,Medium,1
64.0,77.0,14.0,5.0,Medium,0
69.0,78.0,27.0,8.0,High,1
70.0,99.0,25.0,8.0,Medium,1
69.0,98.0,12.0,4.0,High,1
64.0,73.0,22.0,8.0,Low,0
66.0,95.0,7.999999999999998,7.0,Medium,0
69.0,94.0,20.0,6.0,Medium,1
68.0,68.0,31.0,7.0,Medium,1
75.0,93.0,25.0,5.0,High,1
60.0,67.0,11.0,6.0,Medium,0
63.0,63.0,16.0,6.0,High,0
66.0,76.0,24.0,8.0,Low,0
67.0,83.0,16.0,7.0,Medium,0
68.0,94.0,19.0,8.0,Medium,1
72.0,99.0,24.0,5.0,Medium,1
66.0,78.0,23.0,7.0,Medium,0
63.0,62.0,22.0,8.0,Medium,0
71.0,90.0,18.0,9.0,High,1
67.0,83.0,22.0,5.0,Medium,1
66.0,78.0,19.0,6.0,Medium,0
66.0,72.0,23.0,8.0,Medium,0
66.0,74.0,19.0,7.0,Medium,0
68.0,90.0,14.0,5.0,Medium,1
68.0,82.0,20.0,5.0,Medium,1
68.0,95.0,15.0,7.0,Medium,1
66.0,82.0,13.0,8.0,High,0
66.0,70.0,22.0,7.0,Low,0
70.0,94.0,21.0,5.0,High,1
68.0,82.0,25.0,9.0,Medium,1
65.0,68.0,17.0,6.0,Medium,0
70.0,85.0,22.0,8.0,High,1
66.0,74.0,23.0,4.0,Medium,0
68.0,94.0,23.0,9.0,High,1
64.0,78.0,15.0,6.0,Medium,0
69.0,89.0,21.0,9.0,Medium,1
65.0,64.0,22.0,8.0,Medium,0
69.0,76.0,20.0,5.0,High,1
66.0,99.0,7.0,7.0,High,1
68.0,92.0,21.0,9.0,Low,1
70.0,66.0,33.0,6.0,Medium,1
65.0,71.0,18.0,9.0,Medium,0
65.0,73.0,16.0,8.0,Medium,0
68.0,86.0,22.0,9.0,Low,1
67.0,90.0,22.0,7.0,Medium,1
72.0,90.0,27.0,7.0,High,1
70.0,80.0,12.0,10.0,High,1
72.0,92.0,24.0,8.0,High,1
71.0,77.0,24.0,7.0,High,1
64.0,65.0,19.0,8.0,Medium,0
69.0,83.0,22.0,6.0,High,1
70.0,92.0,25.0,9.0,High,1
68.0,83.0,13.0,7.0,Medium,0
71.0,86.0,25.0,6.0,Medium,1
71.0,97.0,20.0,6.0,High,1
66.0,77.0,20.0,7.0,High,0
68.0,73.0,20.0,6.0,High,1
70.0,99.0,19.0,5.0,High,1
72.0,95.0,27.0,5.0,Medium,1
66.0,73.0,19.0,9.0,High,0
65.0,79.0,13.0,7.0,High,0
66.0,77.0,18.0,7.0,High,0
65.0,66.0,21.0,6.0,Medium,0
72.0,98.0,27.0,6.0,Low,1
68.0,76.0,24.0,6.0,Medium,1
68.0,95.0,15.0,7.0,Medium,1
67.0,68.0,35.0,5.0,High,1
68.0,82.0,22.0,9.0,Medium,1
67.0,61.0,28.0,7.0,Medium,0
69.0,91.0,19.0,7.0,High,1
65.0,83.0,23.0,8.0,Low,0
70.0,85.0,25.0,8.0,Medium,1
64.0,62.0,27.0,6.0,Medium,0
66.0,68.0,26.0,8.0,Medium,0
64.0,63.0,25.0,8.0,Medium,0
66.0,72.0,18.0,7.0,High,0
67.0,85.0,17.0,9.0,Medium,0
68.0,83.0,22.0,8.0,Low,1
67.0,82.0,19.0,9.0,Low,0
69.0,71.0,26.0,7.0,Medium,1
67.0,70.0,29.0,7.0,Low,0
68.0,94.0,15.0,7.0,Medium,1
67.0,85.0,19.0,8.0,Low,0
64.0,67.0,22.0,6.0,Medium,0
63.0,67.0,17.0,4.0,Medium,0
72.0,95.0,28.0,8.0,Medium,1
69.0,90.0,23.0,5.0,Medium,1
66.0,86.0,20.0,6.0,High,1
64.0,76.0,11.0,8.0,Medium,0
61.0,70.0,12.0,8.0,Medium,0
71.0,99.0,22.0,9.0,High,1
63.0,92.0,7.0,4.0,Medium,0
65.0,72.0,26.0,7.0,Low,0
71.0,94.0,19.0,7.0,Low,1
73.0,72.0,34.0,9.0,High,1
65.0,77.0,19.0,5.0,Medium,0
